Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	18794803	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	17266941	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	17205056	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	17272980	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	16446323	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	16507829	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	16757355	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	16890795	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	16824050	NA	NA	NA	II
Sorafenib	Sorafenib	FLT1	Protein	P17948	Homo sapiens	DrugBank	16609060	NA	NA	NA	II
Sorafenib	Sorafenib	Flt4	Protein	P35917	null	IUPHAR	15466206	IC50	=	20	III
Sorafenib	Sorafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Sorafenib	Sorafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	17575107	NA	NA	NA	II
Sorafenib	Sorafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	20812347	NA	NA	NA	II
Sorafenib	Sorafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	16880785	NA	NA	NA	II
Sorafenib	Sorafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	16901402	NA	NA	NA	II
Sorafenib	Sorafenib	BRAF	Protein	P15056	Homo sapiens	DrugBank	16609060	NA	NA	NA	II
Sorafenib	Sorafenib	BRAF	Protein	P15056	Homo sapiens	IUPHAR	15466206	IC50	=	22	III
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	18852116	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17575107	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16880785	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16474853	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17102120	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	15466206	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16503817	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	20812347	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17296815	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17619763	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16901402	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16729906	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17229632	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16425993	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17016424	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17178882	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16418310	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17545544	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16133532	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	18794803	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17266941	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17205056	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	17272980	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16446323	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16507829	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16757355	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16890795	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16824050	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	DrugBank	16609060	NA	NA	NA	II
Sorafenib	Sorafenib	RET	Protein	P07949	Homo sapiens	IUPHAR	23279183	IC50	=	14	III
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	16515478	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	11747628	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	17062721	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	16595024	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	17503894	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	12870885	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	18279543	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	15369444	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	16917142	NA	NA	NA	II
Toremifene	Toremifene	ESR1	Protein	P03372	Homo sapiens	DrugBank	16503765	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	16515478	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	11747628	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	25349334	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	17062721	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	16595024	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	17503894	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	12870885	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	18279543	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	15369444	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	16917142	NA	NA	NA	II
Toremifene	Toremifene	SHBG	Protein	P04278	Homo sapiens	DrugBank	16503765	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	10942240	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	11342449	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	11410481	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	9649182	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	9815888	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	11432892	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	20564405	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	11249747	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR1A	Protein	P12314	Homo sapiens	DrugBank	7509291	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	10942240	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11342449	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11410481	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	IUPHAR	10720144	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11432892	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	20564405	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	CD33	Protein	P20138	Homo sapiens	DrugBank	11249747	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	10942240	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	11342449	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	11410481	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	9649182	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	9815888	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	11432892	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	20564405	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	11249747	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3B	Protein	O75015	Homo sapiens	DrugBank	7509291	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	10942240	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	11342449	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	11410481	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	9649182	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	9815888	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	11432892	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	20564405	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	11249747	NA	NA	NA	II
Gemtuzumab Ozogamicin	Gemtuzumab Ozogamicin	FCGR3A	Protein	P08637	Homo sapiens	DrugBank	7509291	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBE1	Protein	Q9UJT0	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	16555127	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	16111654	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	17126817	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	15498923	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	12907245	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	JUN	Protein	P05412	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBD1	Protein	Q9UJT1	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBB	Protein	P07437	Homo sapiens	IUPHAR	NA_IUPHAR	IC50	=	1	I
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBG1	Protein	P23258	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	14619954	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	1818332	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	9664292	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	15579115	NA	NA	NA	II
Vinblastine Sulfate	Vinblastine Sulfate	TUBA1A	Protein	Q71U36	Homo sapiens	DrugBank	18220533	NA	NA	NA	II
Cabazitaxel	Cabazitaxel	TUBB	Protein	P07437	Homo sapiens	IUPHAR	NA_IUPHAR	NA	NA	NA	I
Momelotinib	Momelotinib	JAK1	Protein	P23458	Homo sapiens	IUPHAR	19295546	IC50	=	11	III
Momelotinib	Momelotinib	JAK3	Protein	P52333	Homo sapiens	IUPHAR	19295546	IC50	=	155	III
Momelotinib	Momelotinib	JAK2	Protein	O60674	Homo sapiens	IUPHAR	19295546	IC50	=	18	III
Roscovitine	Roscovitine	CDK1	Protein	P06493	Homo sapiens	DrugBank	17108108	NA	NA	NA	II
Roscovitine	Roscovitine	CDK2	Protein	P24941	Homo sapiens	DrugBank	17108108	NA	NA	NA	II
Roscovitine	Roscovitine	CDK2	Protein	P24941	Homo sapiens	IUPHAR	23252711	Ki	=	250	III
Roscovitine	Roscovitine	CDK2	Protein	P24941	Homo sapiens	IUPHAR	23252711	Ki	=	250	III
Roscovitine	Roscovitine	CDK7	Protein	P50613	Homo sapiens	DrugBank	17108108	NA	NA	NA	II
Roscovitine	Roscovitine	MAPK1	Protein	P28482	Homo sapiens	DrugBank	17108108	NA	NA	NA	II
Roscovitine	Roscovitine	CDK9	Protein	P50750	Homo sapiens	DrugBank	17108108	NA	NA	NA	II
Roscovitine	Roscovitine	CDK9	Protein	P50750	Homo sapiens	IUPHAR	23252711	Ki	=	790	III
Roscovitine	Roscovitine	CDK9	Protein	P50750	Homo sapiens	IUPHAR	23252711	Ki	=	790	III
Roscovitine	Roscovitine	MAPK3	Protein	P27361	Homo sapiens	DrugBank	17108108	NA	NA	NA	II
Roscovitine	Roscovitine	CSNK1E	Protein	P49674	Homo sapiens	DrugBank	17108108	NA	NA	NA	II
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	21378274	NA	NA	NA	II
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	DrugBank	19513948	NA	NA	NA	II
Obinutuzumab	Obinutuzumab	MS4A1	Protein	P11836	Homo sapiens	IUPHAR	23537278	NA	NA	NA	II
Palbociclib	Palbociclib	CDK6	Protein	Q00534	Homo sapiens	DrugBank	28203301	NA	NA	NA	II
Palbociclib	Palbociclib	CDK6	Protein	Q00534	Homo sapiens	DrugBank	15542782	NA	NA	NA	II
Palbociclib	Palbociclib	CDK6	Protein	Q00534	Homo sapiens	IUPHAR	15542782	IC50	=	16	III
Palbociclib	Palbociclib	CDK4	Protein	P11802	Homo sapiens	DrugBank	28203301	NA	NA	NA	II
Palbociclib	Palbociclib	CDK4	Protein	P11802	Homo sapiens	DrugBank	15542782	NA	NA	NA	II
Palbociclib	Palbociclib	CDK4	Protein	P11802	Homo sapiens	IUPHAR	15542782	IC50	=	11	III
