Drug_Query	Drug_Found	Target_Name	Target_Type	Target_UniProt	Target_Species	Database	Reference	Assay_Type	Assay_Relation	Assay_Value	EvidenceLevel_Assigned
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	19320280	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	10517265	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	12032025	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	20098535	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	17269994	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	2164935	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	8588861	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	9506240	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	11919526	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	11972287	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	OPRM1	Protein	P35372	Homo sapiens	DrugBank	10065930	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	11763467	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	15740177	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	19320280	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	10517265	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	12032025	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	20098535	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	17269994	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	8588861	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	9506240	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	11919526	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	11972287	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	DrugBank	10065930	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	IUPHAR	11489465	Ki	~		III
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	IUPHAR	8818349	Ki	~		III
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3A	Protein	P46098	Homo sapiens	IUPHAR	7565620	Ki	~		III
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR3B|HTR3A	Protein	P46098|O95264	Homo sapiens	IUPHAR	11489465	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	11763467	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	15740177	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	19320280	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	10517265	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	12032025	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	20098535	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	17269994	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	2164935	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	8588861	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	9506240	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	11919526	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	11972287	NA	NA	NA	II
Ondansetron Hydrochloride	Ondansetron Hydrochloride	HTR1A	Protein	P08908	Homo sapiens	DrugBank	10065930	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	2982481	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	14687437	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	9744490	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	15086241	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	19434889	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	16343217	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	19731987	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	PGR	Protein	P06401	Homo sapiens	DrugBank	15595341	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	6222739	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	2982481	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	14687437	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	9744490	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	15086241	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	19434889	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	9195366	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	18411198	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	16343217	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	19731987	NA	NA	NA	II
Megestrol Acetate	Megestrol Acetate	NR3C1	Protein	P04150	Homo sapiens	DrugBank	15595341	NA	NA	NA	II
Tozasertib	Tozasertib	AURKB	Protein	Q96GD4	Homo sapiens	IUPHAR	14981513	Ki	=	18	III
Tozasertib	Tozasertib	AURKC	Protein	Q9UQB9	Homo sapiens	IUPHAR	14981513	Ki	=	4.599999905	III
Tozasertib	Tozasertib	AURKA	Protein	O14965	Homo sapiens	IUPHAR	14981513	Ki	=	0.600000024	III
Tozasertib	Tozasertib	AURKA	Protein	O14965	Homo sapiens	IUPHAR	22037378	Kd	=	3.900000095	III
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	DrugBank	23432625	NA	NA	NA	II
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	21523318	IC50	=		III
Trametinib	Trametinib	MAP2K1	Protein	Q02750	Homo sapiens	IUPHAR	21245089	IC50	=		III
Trametinib	Trametinib	MAP2K2	Protein	P36507	Homo sapiens	DrugBank	23432625	NA	NA	NA	II
Trametinib	Trametinib	MAP2K2	Protein	P36507	Homo sapiens	IUPHAR	21523318	IC50	=	1.799999952	III
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17351742	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	16436588	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17431118	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	16434489	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17020995	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	16497876	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	ABL2	Protein	P42684	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17351742	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	16436588	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17431118	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	16434489	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17020995	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	16497876	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	FYN	Protein	P06241	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	YES1	Protein	P07947	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17684099	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17351742	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	16436588	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17431118	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	16434489	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17020995	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	16497876	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	18180381	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	15256671	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	EPHA5	Protein	P54756	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17684099	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17351742	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	16436588	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17431118	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	16434489	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17020995	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	16497876	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	18180381	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	15256671	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	MAPK14	Protein	Q16539	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17684099	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17351742	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	16436588	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17431118	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	16434489	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17020995	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	16497876	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	18180381	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	15256671	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	HSPA8	Protein	P11142	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17684099	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17351742	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	16436588	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17431118	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	16434489	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17020995	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	16497876	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	BTK	Protein	Q06187	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17684099	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	11752352	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17351742	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17139284	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	16507911	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	16436588	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17154512	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17701954	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17431118	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	20072833	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	16434489	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17020995	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	16497876	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17155893	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	16397263	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	18180381	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	15256671	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17429625	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17541990	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	16230377	NA	NA	NA	II
Dasatinib	Dasatinib	CSK	Protein	P41240	Homo sapiens	DrugBank	17148760	NA	NA	NA	II
Dasatinib	Dasatinib	LCK	Protein	P06239	Homo sapiens	DrugBank	17016423	NA	NA	NA	II
